617922,618922
8562,8561
198628,197628
546693,546694
888666,888667
37814,37815
966871,966870
594576,594575
698959,698960
519103,518103
263887,262887
925306,926306
268306,268307
437843,437844
888140,888141
145179,145178
802628,803628
492567,493567
503094,503095
219881,219882
167672,167673
36530,37530
344120,343120
789150,790150
428688,429688
953280,953279
610537,610536
571016,571017
345220,344220
532976,533976
72607,72608
992237,992238
254465,254466
797051,796051
762216,762217
354904,353904
251309,250309
297665,297666
347859,347860
634885,635885
497225,497226
873474,873473
201513,200513
730020,730021
238384,237384
942005,942004
993914,993915
309197,308197
912508,913508
851657,850657
410321,409321
783361,782361
57736,57735
900853,901853
436937,435937
163161,162161
352143,351143
475582,476582
873913,874913
267982,268982
490163,490164
313349,312349
606986,607986
576164,575164
907738,906738
636170,635170
185514,185515
195443,195442
213363,214363
410817,411817
70553,69553
264147,263147
754198,755198
950735,949735
217441,218441
865635,865634
998026,998027
775073,775074
651363,652363
462390,462389
196512,195512
861353,862353
989515,988515
953372,953371
722108,723108
424311,423311
774949,774950
546632,546633
504052,505052
851760,851761
213769,213768
707875,707874
648336,648337
959661,960661
455026,455027
118252,118251
785009,784009
726450,725450
328621,329621
966665,966664
250703,250704
393673,393674
512173,512174
187823,187822
357659,357658
820218,821218
23099,24099
239979,239980
78275,77275
653418,653419
195466,195465
383691,384691
154004,154005
322062,322063
904233,904232
695787,695786
788281,788282
253514,254514
496849,496848
303455,303454
338657,338656
99882,99881
889118,889119
875066,876066
635647,636647
708923,708924
108123,107123
438393,437393
495019,495018
202311,202312
191670,191669
371344,371343
479782,479783
404588,403588
706706,706707
958990,958989
526970,527970
635928,636928
338427,338428
146159,145159
477248,477247
271971,271972
381941,381942
799294,800294
174459,174458
731145,730145
833901,833900
73701,73700
427554,426554
290499,289499
262033,262032
708563,709563
561211,561212
345792,346792
583675,583676
765256,766256
780899,780900
95685,96685
875912,874912
212992,212993
327658,327657
501214,501215
299911,298911
83769,83768
257243,257242
346751,345751
308813,309813
360739,360738
192281,192282
717245,717244
368422,368421
831524,832524
41060,40060
989794,989793
203558,202558
711877,711878
512315,511315
459440,459439
892509,892508
826236,825236
500508,500507
619765,619764
322536,323536
541078,542078
547431,547432
479687,480687
486564,486565
385,384
328480,327480
337821,337822
511998,512998
959859,959860
359443,359444
590218,590217
460646,460647
786747,787747
110482,110481
2327,2326
78434,77434
485474,484474
504154,504155
344187,344188
923455,923454
597437,597436
258324,258323
478905,477905
826146,826145
218450,219450
827703,828703
237847,237846
995708,996708
655461,655460
224458,225458
281526,281527
823068,823067
637726,636726
25927,25926
201939,201938
756894,755894
106904,107904
609180,608180
974745,973745
862977,862976
611592,612592
479435,478435
406240,406239
241367,242367
983816,983817
453553,454553
883718,882718
627925,628925
808895,808896
378979,378978
747432,748432
278026,277026
269807,270807
726388,726387
692670,692671
255277,255278
434779,435779
100307,101307
244880,244881
434511,435511
28627,28628
177041,176041
607193,607192
45167,46167
501149,500149
242177,242176
298103,298104
826604,826605
388546,388547
557432,556432
597963,597964
988245,988246
804786,803786
495668,495667
735475,734475
623516,622516
517844,516844
503193,504193
99745,100745
853418,853417
124399,124398
560342,560343
394648,394647
124236,125236
167726,167725
285863,285862
568515,568514
508170,507170
424787,424786
560051,560052
373490,372490
11864,11863
884731,884732
436245,436246
662705,662706
944870,944871
319433,320433
385464,385463
983047,983048
374610,375610
815282,814282
578459,578458
546632,546631
368509,368510
372197,372196
874612,873612
175703,174703
508283,507283
512021,512020
143728,144728
651516,652516
210468,211468
824996,823996
552665,553665
20638,20639
329095,328095
122733,122732
441361,442361
697373,696373
163455,163456
301934,301935
23611,24611
745998,745999
934877,934878
241937,241936
762233,761233
606932,606931
20036,19036
589589,589588
595471,595470
343447,344447
302740,302741
604894,604895
408998,409998
499236,499235
101439,100439
485333,485334
626541,626540
668577,668576
365303,364303
984509,984510
508442,509442
932523,932524
26760,25760
78356,78355
783375,783374
339342,340342
270210,270209
898081,898082
64983,64982
211104,212104
285326,284326
302880,302881
698703,698702
342906,341906
106401,105401
709320,708320
177249,177248
608852,608851
85647,85646
217654,218654
617388,617389
980220,981220
899319,899318
853431,854431
582656,581656
997555,996555
153309,153308
516343,516344
496901,496900
114788,115788
217045,218045
787393,786393
280891,281891
887362,887361
724506,724505
414769,414768
637339,636339
532349,532348
426238,426237
44158,45158
189789,189788
120288,120289
274620,274619
516766,517766
943251,942251
781706,780706
754025,754024
415829,415830
940146,940145
810630,811630
313353,313354
124638,123638
102065,102064
716618,715618
324670,324669
825588,825587
503306,503307
95689,96689
179547,179548
197501,196501
81566,80566
879349,879348
831511,831510
866452,867452
490677,490678
309269,309270
530845,530846
175537,175538
523619,524619
484670,485670
611137,612137
899191,899192
249542,248542
320945,320944
192396,191396
70427,69427
459627,460627
856721,855721
72888,73888
327212,327213
984400,984401
300415,300414
113591,114591
747330,747329
5636,5635
277332,277331
931437,932437
679495,679494
221227,221226
712442,712441
237759,238759
205661,206661
248094,248095
674087,674088
185219,186219
779819,778819
865647,865648
796279,795279
614295,613295
276168,276169
977994,977995
797029,797030
430477,429477
862594,863594
277622,277621
149734,149733
297860,298860
485578,486578
927419,926419
196259,196260
526034,526035
78272,78273
718046,719046
32913,32914
961821,961822
339287,338287
732296,733296
425710,425711
390473,390474
80357,80358
653765,654765
206873,206872
716811,716812
756874,756875
800999,801999
584975,584976
101789,100789
472058,472059
678539,679539
846206,846205
840010,840011
993512,993513
830515,830516
898247,898248
897897,896897
264528,264527
617619,618619
575381,575382
771366,772366
106401,106402
685735,686735
648085,648084
191291,191292
545926,545925
352513,351513
923217,923218
452863,452862
388688,389688
762081,762080
359404,359405
651541,651540
601346,600346
574140,574141
722620,723620
609349,608349
658680,658681
100191,99191
509375,509376
258919,257919
372532,373532
248173,249173
995772,995773
271227,272227
518662,519662
696260,695260
581304,581305
724566,724567
671640,670640
142142,143142
324113,325113
520951,520950
470163,471163
690515,690514
265850,266850
445560,445559
35698,35697
978908,977908
339347,339346
750304,750303
385441,385442
603570,602570
433316,432316
644181,644180
431569,431570
528437,528436
559158,559157
484014,484013
725403,724403
374377,374376
385294,385295
338279,338280
298254,299254
804282,804283
909255,910255
805870,805869
919319,918319
792736,792735
155850,155851
350554,349554
207244,208244
368861,368862
902957,902956
206651,207651
395413,395414
135844,135845
572902,572901
401292,401293
659959,659960
238612,237612
120874,120875
845765,845766
835966,835965
166177,167177
918951,917951
362445,361445
132935,131935
618836,617836
540762,540761
833805,832805
716519,715519
471272,471271
699725,699724
478368,478369
99259,99260
203094,204094
667889,666889
206502,207502
482382,483382
433323,434323
860884,859884
583800,583801
725920,725919
666516,667516
713662,713661
897398,897399
13209,13210
801212,802212
845294,845295
425659,426659
296906,296907
323084,323085
708844,709844
213234,213235
12763,12762
973713,973712
894859,894858
722498,721498
926103,927103
600572,599572
248893,249893
124133,123133
88977,87977
335490,335491
272658,273658
935702,934702
657521,658521
777636,777637
655951,656951
585577,586577
466014,466015
298313,298312
57383,57382
530036,530037
682442,682441
841798,842798
358809,357809
847595,847594
